RSSI,PDR,Scenario
-63.81,0.019252786,2
-63.81,0.019252786,2
-63.8,0.019558671,2
-63.8,0.019558671,2
-63.79,0.019868484,2
-63.78,0.019868484,2
-63.77,0.020182261,2
-63.77,0.020500035,2
-63.76,0.020821841,2
-63.75,0.020821841,2
-63.75,0.021147715,2
-63.74,0.021147715,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.74,0.021811802,2
-63.73,0.021811802,2
-63.74,0.021811802,2
-63.73,0.021811802,2
-63.73,0.021811802,2
-63.74,0.021811802,2
-63.74,0.021811802,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.74,0.02147769,2
-63.75,0.02147769,2
-63.75,0.02147769,2
-63.75,0.02147769,2
-63.74,0.021147715,2
-63.74,0.02147769,2
-63.73,0.02147769,2
-63.73,0.021811802,2
-63.73,0.022150085,2
-63.72,0.022150085,2
-63.72,0.022150085,2
-63.73,0.022150085,2
-63.73,0.022150085,2
-63.73,0.022150085,2
-63.73,0.021811802,2
-63.74,0.021811802,2
-63.73,0.02147769,2
-63.73,0.021811802,2
-63.73,0.021811802,2
-63.71,0.022150085,2
-63.7,0.022492574,2
-63.68,0.023190311,2
-63.67,0.023545629,2
-63.65,0.024269337,2
-63.62,0.025010708,2
-63.6,0.025770024,2
-63.58,0.026547563,2
-63.58,0.027343606,2
-63.57,0.027343606,2
-63.57,0.027748654,2
-63.58,0.027748654,2
-63.59,0.027343606,2
-63.6,0.026943254,2
-63.61,0.026547563,2
-63.62,0.026156498,2
-63.62,0.026156498,2
-63.63,0.025770024,2
-63.63,0.025770024,2
-63.64,0.025388106,2
-63.65,0.025010708,2
-63.65,0.025010708,2
-63.65,0.025010708,2
-63.65,0.024637797,2
-63.65,0.024637797,2
-63.64,0.025010708,2
-63.64,0.025010708,2
-63.65,0.025010708,2
-63.65,0.025010708,2
-63.65,0.024637797,2
-63.65,0.024637797,2
-63.66,0.024637797,2
-63.66,0.024637797,2
-63.66,0.024637797,2
-63.66,0.024269337,2
-63.67,0.024269337,2
-63.67,0.023905292,2
-63.68,0.023905292,2
-63.68,0.023905292,2
-63.68,0.023545629,2
-63.68,0.023545629,2
-63.68,0.023545629,2
-63.68,0.023545629,2
-63.68,0.023545629,2
-63.68,0.023905292,2
-63.67,0.023905292,2
-63.67,0.023905292,2
-63.67,0.023905292,2
-63.67,0.023905292,2
-63.68,0.023905292,2
-63.68,0.023905292,2
-63.68,0.023905292,2
-63.7,0.023545629,2
-63.72,0.022839305,2
