RSSI,PDR,Scenario
-61.84,0.192046928,1
-61.85,0.192046928,1
-61.85,0.192046928,1
-61.85,0.192046928,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.84,0.190497457,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,0.193602969,1
-61.84,0.193602969,1
-61.83,0.193602969,1
-61.83,0.193602969,1
-61.83,0.193602969,1
-61.83,0.193602969,1
-61.83,0.193602969,1
-61.83,0.193602969,1
-61.83,0.193602969,1
-61.83,0.195165552,1
-61.83,0.195165552,1
-61.83,0.193602969,1
-61.82,0.195165552,1
-61.83,0.195165552,1
-61.82,0.195165552,1
-61.82,0.195165552,1
-61.83,0.195165552,1
-61.83,0.195165552,1
-61.83,0.193602969,1
-61.83,0.193602969,1
-61.83,0.193602969,1
-61.84,0.193602969,1
-61.84,0.193602969,1
-61.84,0.193602969,1
-61.84,0.193602969,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.85,0.192046928,1
-61.84,0.192046928,1
-61.85,0.192046928,1
-61.85,0.192046928,1
-61.85,0.192046928,1
-61.85,0.192046928,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.192046928,1
-61.85,0.192046928,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.192046928,1
-61.85,0.190497457,1
-61.85,0.192046928,1
-61.85,0.192046928,1
-61.85,0.192046928,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.86,0.190497457,1
-61.86,0.190497457,1
-61.86,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.85,0.190497457,1
-61.84,0.190497457,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,1.8099999999999998e-126,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,7.21e-126,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,2.7000000000000003e-125,1
-61.84,4.2e-125,1
-61.84,6.54e-125,1
-61.84,1.02e-124,1
-61.83,1.4800000000000002e-124,1
-61.83,2.48e-124,1
-61.83,0.193602969,1
-61.83,5.64e-124,1
-61.83,0.193602969,1
-61.83,0.193602969,1
-61.83,2.02e-123,1
-61.83,0.195165552,1
-61.83,0.195165552,1
-61.83,7.26e-123,1
-61.83,0.195165552,1
-61.83,0.195165552,1
-61.83,2.44e-122,1
-61.82,0.195165552,1
-61.82,0.195165552,1
-61.82,8.94e-122,1
-61.82,0.195165552,1
-61.82,0.195165552,1
-61.82,2.83e-121,1
-61.83,0.195165552,1
-61.83,0.195165552,1
-61.83,8.99e-121,1
-61.83,0.195165552,1
-61.83,0.195165552,1
-61.83,2.88e-120,1
-61.83,0.193602969,1
-61.84,0.193602969,1
-61.83,8.56e-120,1
-61.83,0.193602969,1
-61.84,0.193602969,1
-61.84,2.77e-119,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.85,8.34e-119,1
-61.85,0.192046928,1
-61.85,0.190497457,1
-61.85,2.33e-118,1
-61.86,0.190497457,1
-61.86,0.190497457,1
-61.86,6.55e-118,1
-61.86,0.190497457,1
-61.86,0.188954585,1
-61.86,1.85e-117,1
-61.86,0.188954585,1
-61.86,0.188954585,1
-61.86,5.6700000000000004e-117,1
-61.87,0.188954585,1
-61.87,0.188954585,1
-61.87,1.49e-116,1
-61.87,0.187418339,1
-61.87,0.188954585,1
-61.86,4.6200000000000004e-116,1
-61.86,0.188954585,1
-61.86,0.188954585,1
-61.86,1.33e-115,1
-61.86,0.188954585,1
-61.87,0.188954585,1
-61.86,3.53e-115,1
-61.86,0.188954585,1
-61.86,0.188954585,1
-61.86,1.02e-114,1
-61.86,0.188954585,1
-61.86,0.188954585,1
-61.86,2.74e-114,1
-61.86,0.188954585,1
-61.85,5.3e-114,1
-61.85,8.02e-114,1
-61.85,0.190497457,1
-61.84,1.55e-113,1
-61.85,0.192046928,1
-61.84,3.02e-113,1
-61.84,4.21e-113,1
-61.84,0.192046928,1
-61.84,8.2e-113,1
-61.84,0.192046928,1
-61.84,0.192046928,1
-61.84,2.06e-112,1
-61.84,0.192046928,1
-61.84,3.7e-112,1
-61.83,5.18e-112,1
-61.83,0.193602969,1
-61.83,1.01e-111,1
-61.83,0.193602969,1
-61.83,1.83e-111,1
-61.83,2.57e-111,1
-61.83,3.6e-111,1
-61.83,4.64e-111,1
-61.83,0.193602969,1
-61.83,8.4e-111,1
-61.83,0.193602969,1
-61.83,1.52e-110,1
-61.83,1.9700000000000002e-110,1
-61.83,0.193602969,1
-61.82,3.89e-110,1
-61.81,0.195165552,1
-61.81,7.07e-110,1
-61.8,1.4000000000000001e-109,1
-61.79,1.9800000000000002e-109,1
-61.79,0.199892256,1
-61.78,3.31e-109,1
-61.78,0.201480709,1
-61.78,6.050000000000001e-109,1
-61.78,1.01e-108,1
-61.78,1.43e-108,1
-61.77,0.203075554,1
-61.77,2.41e-108,1
-61.77,0.204676759,1
-61.77,4.4199999999999995e-108,1
-61.76,7.439999999999999e-108,1
-61.76,9.65e-108,1
-61.76,0.206284292,1
-61.76,1.63e-107,1
-61.76,0.206284292,1
-61.76,2.52e-107,1
-61.76,4.25e-107,1
-61.76,7.19e-107,1
-61.76,8.56e-107,1
-61.76,1.0199999999999999e-106,1
-61.76,1.33e-106,1
-61.76,0.201480709,1
-61.76,2.0599999999999998e-106,1
-61.77,0.203075554,1
-61.77,3.2e-106,1
-61.78,4.97e-106,1
-61.78,7.07e-106,1
-61.78,9.209999999999999e-106,1
-61.77,1.1e-105,1
-61.77,0.198310225,1
-61.77,1.7100000000000001e-105,1
-61.78,0.199892256,1
-61.78,3.1800000000000003e-105,1
-61.79,8.44e-105,1
-61.8,2.9399999999999997e-104,1
-61.8,1.35e-103,1
-61.8,6.79e-103,1
-61.8,1.53e-102,1
-61.79,2.88e-102,1
-61.78,4.96e-102,1
-61.76,7.81e-102,1
-61.72,1.2299999999999999e-101,1
-61.67,1.6199999999999998e-101,1
-61.61,2.12e-101,1
-61.55,0.3224808,1
-61.48,3.06e-101,1
-61.4,0.324415321,1
-61.32,4.82e-101,1
-61.26,6.34e-101,1
-61.21,9.14e-101,1
-61.16,1.2e-100,1
-61.13,1.73e-100,1
-61.11,2.74e-100,1
-61.1,3.29e-100,1
-61.1,3.96e-100,1
-61.1,4.76e-100,1
-61.1,5.72e-100,1
-61.1,6.87e-100,1
-61.09,8.26e-100,1
-61.1,9.93e-100,1
-61.1,1.19e-99,1
-61.11,1.43e-99,1
-61.11,1.73e-99,1
-61.12,1.89e-99,1
-61.12,1.89e-99,1
-61.12,1.73e-99,1
-61.12,1.43e-99,1
-61.12,1.09e-99,1
-61.12,8.26e-100,1
-61.12,5.21e-100,1
-61.12,3.29e-100,1
-61.12,1.73e-100,1
-61.12,1.1000000000000001e-100,1
-61.12,7.61e-101,1
-61.12,5.79e-101,1
-61.12,4.4e-101,1
-61.12,4.02e-101,1
-61.12,4.02e-101,1
-61.12,4.4e-101,1
-61.13,4.82e-101,1
-61.15,5.79e-101,1
-61.18,6.95e-101,1
-61.22,7.61e-101,1
-61.27,9.14e-101,1
-61.33,1.1000000000000001e-100,1
-61.39,1.32e-100,1
-61.47,1.58e-100,1
-61.55,1.9e-100,1
-61.62,2.08e-100,1
-61.69,2.5e-100,1
-61.74,3.01e-100,1
-61.78,3.6100000000000003e-100,1
-61.81,4.34e-100,1
-61.84,5.21e-100,1
-61.85,6.27e-100,1
-61.85,7.53e-100,1
-61.85,8.26e-100,1
-61.85,9.93e-100,1
-61.86,1.19e-99,1
-61.86,1.43e-99,1
-61.86,1.73e-99,1
-61.86,1.89e-99,1
-61.86,2.27e-99,1
-61.86,2.74e-99,1
-61.86,3.29e-99,1
-61.86,0.187418339,1
-61.86,0.187418339,1
-61.86,5.7300000000000005e-99,1
-61.86,0.187418339,1
-61.86,0.187418339,1
-61.86,9.98e-99,1
-61.86,0.188954585,1
-61.86,1.45e-98,1
-61.86,1.91e-98,1
-61.86,2.77e-98,1
-61.87,4.0199999999999996e-98,1
-61.87,0.187418339,1
-61.87,0.187418339,1
-61.87,6.4e-98,1
-61.87,0.187418339,1
-61.87,0.188954585,1
-61.87,1.6200000000000002e-97,1
-61.88,0.193602969,1
-61.87,3.1200000000000003e-97,1
-61.87,5.47e-97,1
-61.87,0.199892256,1
-61.87,0.201480709,1
-61.86,1.27e-96,1
-61.87,0.203075554,1
-61.87,0.203075554,1
-61.87,2.96e-96,1
-61.87,0.204676759,1
-61.87,5.21e-96,1
-61.87,1.1099999999999999e-95,1
-61.87,0.21771143,1
-61.87,0.224375222,1
-61.87,5.02e-95,1
-61.87,0.237984015,1
-61.87,1.72e-94,1
-61.86,6.52e-94,1
-61.84,2.73e-93,1
-61.83,1.04e-92,1
-61.82,2.04e-92,1
-61.81,3.9899999999999996e-92,1
-61.8,7.11e-92,1
-61.79,1.4e-91,1
-61.79,2.74e-91,1
-61.78,5.39e-91,1
-61.77,0.379733655,1
-61.77,0.391810568,1
-61.77,5.01e-90,1
-61.76,0.422202038,1
-61.75,2.3799999999999997e-89,1
-61.73,7.659999999999999e-89,1
-61.71,1.68e-88,1
-61.68,4.04e-88,1
-61.65,9.78e-88,1
-61.61,2.15e-87,1
-61.56,5.2e-87,1
-61.51,1.2600000000000001e-86,1
-61.46,3.07e-86,1
-61.4,6.77e-86,1
-61.34,0.582172235,1
-61.29,0.59926383,1
-61.23,1.09e-84,1
-61.18,0.625257404,1
-61.12,4.84e-84,1
-61.07,1.19e-83,1
-61.02,1.6e-83,1
-60.97,2.16e-83,1
-60.92,3.23e-83,1
-60.86,4.81e-83,1
-60.81,6.5e-83,1
-60.75,9.7e-83,1
-60.68,0.6798551,1
-60.6,0.688240333,1
-60.55,5.9e-82,1
-60.5,0.717383717,1
-60.46,6.6e-81,1
-60.4,2.21e-80,1
-60.33,9.1e-80,1
-60.25,3.7600000000000004e-79,1
-60.18,1.9e-78,1
-60.11,9.68e-78,1
-60.03,6.06e-77,1
-59.96,0.862373715,1
-59.89,0.876997943,1
-59.8,9.08e-75,1
-59.71,0.901867795,1
-59.64,1.97e-73,1
-59.57,8.330000000000001e-73,1
-59.52,2.59e-72,1
-59.48,8.91e-72,1
-59.44,2.5e-71,1
-59.42,6.33e-71,1
-59.41,1.3e-70,1
-59.37,0.94871983,1
-59.34,0.951240364,1
-59.33,7.56e-70,1
-59.3,0.9536554,1
-59.26,8.39e-70,1
-59.22,2.98e-70,1
-59.14,7.02e-71,1
-59.03,0.940003157,1
-58.92,0.937513933,1
-58.79,1.35e-71,1
-58.66,0.931187647,1
-58.52,3.52e-72,1
-58.38,8.330000000000001e-73,1
-58.22,1.45e-73,1
-58.05,2.28e-74,1
-57.88,0.884677252,1
-57.72,0.876997943,1
-57.56,1.59e-75,1
-57.41,0.864271225,1
-57.27,5.17e-76,1
-57.14,1.52e-76,1
-57.03,4.03e-77,1
-56.91,0.82354077,1
-56.81,0.817735481,1
-56.72,8.75e-78,1
-56.65,0.810589817,1
-56.59,5.26e-78,1
-56.53,2.58e-78,1
-56.49,1.72e-78,1
-56.47,0.790570729,1
-56.48,0.789272761,1
-56.53,1.27e-78,1
-56.59,0.786660276,1
-56.66,1.04e-78,1
-56.73,9.360000000000001e-79,1
-56.78,0.782700169,1
-56.83,0.782700169,1
-56.9,9.360000000000001e-79,1
-56.95,0.781369097,1
-57.03,1.04e-78,1
-57.11,1.15e-78,1
-57.18,1.15e-78,1
-57.27,0.782700169,1
-57.36,0.782700169,1
-57.44,1.4e-78,1
-57.54,0.782700169,1
-57.64,1.27e-78,1
-57.72,1.4e-78,1
-57.8,1.55e-78,1
-57.86,0.781369097,1
-57.92,0.781369097,1
-57.98,1.55e-78,1
-58.04,0.781369097,1
-58.11,1.55e-78,1
-58.18,1.9e-78,1
-58.25,0.782700169,1
-58.3,0.782700169,1
-58.33,1.9e-78,1
-58.36,0.782700169,1
-58.39,2.11e-78,1
-58.42,2.33e-78,1
-58.46,2.33e-78,1
-58.5,0.781369097,1
-58.51,0.782700169,1
-58.52,2.58e-78,1
-58.53,0.781369097,1
-58.55,2.58e-78,1
-58.56,2.86e-78,1
-58.57,0.781369097,1
-58.58,0.781369097,1
-58.58,3.5e-78,1
-58.58,0.782700169,1
-58.59,3.88e-78,1
-58.59,3.88e-78,1
-58.59,4.29e-78,1
-58.59,0.782700169,1
-58.59,0.781369097,1
-58.59,4.29e-78,1
-58.59,0.781369097,1
-58.58,4.75e-78,1
-58.58,4.75e-78,1
-58.58,0.780032507,1
-58.58,0.780032507,1
-58.58,4.75e-78,1
-58.59,0.7786904,1
-58.59,4.75e-78,1
-58.59,4.29e-78,1
-58.59,4.29e-78,1
-58.59,0.775989637,1
-58.59,0.775989637,1
-58.59,4.29e-78,1
-58.59,0.774630982,1
-58.6,4.29e-78,1
-58.6,4.75e-78,1
-58.59,0.773266814,1
-58.59,0.773266814,1
-58.59,5.26e-78,1
-58.59,0.774630982,1
-58.59,5.82e-78,1
-58.59,5.82e-78,1
-58.58,0.774630982,1
-58.59,0.773266814,1
-58.59,7.14e-78,1
-58.59,0.774630982,1
-58.59,7.14e-78,1
-58.59,8.75e-78,1
-58.59,8.75e-78,1
-58.59,0.774630982,1
-58.59,0.774630982,1
-58.59,9.68e-78,1
-58.59,0.774630982,1
-58.59,1.07e-77,1
-58.59,1.1900000000000001e-77,1
-58.59,0.775989637,1
-58.58,0.777342776,1
-58.59,1.4500000000000001e-77,1
-58.58,0.775989637,1
-58.58,1.4500000000000001e-77,1
-58.59,1.61e-77,1
-58.58,0.775989637,1
-58.58,0.775989637,1
-58.59,1.78e-77,1
-58.59,0.774630982,1
-58.59,1.97e-77,1
-58.59,2.1900000000000002e-77,1
-58.58,0.775989637,1
-58.59,0.777342776,1
-58.59,2.68e-77,1
-58.6,0.777342776,1
-58.6,2.9700000000000003e-77,1
-58.6,3.64e-77,1
-58.61,4.46e-77,1
-58.61,0.781369097,1
-58.62,0.781369097,1
-58.62,5.47e-77,1
-58.63,0.781369097,1
-58.63,6.06e-77,1
-58.63,7.43e-77,1
-58.64,0.784025723,1
-58.64,0.784025723,1
-58.64,9.11e-77,1
-58.64,0.784025723,1
-58.64,9.11e-77,1
-58.65,0.782700169,1
-58.65,0.782700169,1
-58.65,0.784025723,1
-58.65,0.784025723,1
-58.65,0.782700169,1
-58.65,0.782700169,1
-58.64,0.782700169,1
-58.65,0.782700169,1
-58.65,0.784025723,1
-58.65,0.784025723,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.63,0.782700169,1
-58.63,0.782700169,1
-58.63,0.782700169,1
-58.63,0.782700169,1
-58.63,0.784025723,1
-58.64,0.782700169,1
-58.64,0.784025723,1
-58.64,0.784025723,1
-58.64,0.784025723,1
-58.64,0.784025723,1
-58.64,0.784025723,1
-58.64,0.784025723,1
-58.63,0.784025723,1
-58.63,0.782700169,1
-58.63,0.782700169,1
-58.63,0.782700169,1
-58.63,0.781369097,1
-58.62,0.781369097,1
-58.62,0.781369097,1
-58.61,0.782700169,1
-58.61,0.782700169,1
-58.6,0.782700169,1
-58.6,0.781369097,1
-58.6,0.781369097,1
-58.59,0.781369097,1
-58.59,0.781369097,1
-58.59,0.781369097,1
-58.59,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.57,0.780032507,1
-58.57,0.780032507,1
-58.58,0.780032507,1
-58.58,0.780032507,1
-58.58,0.780032507,1
-58.58,0.780032507,1
-58.57,0.780032507,1
-58.58,0.780032507,1
-58.58,0.780032507,1
-58.58,0.780032507,1
-58.58,0.7786904,1
-58.58,0.780032507,1
-58.58,0.7786904,1
-58.57,0.7786904,1
-58.58,0.7786904,1
-58.58,0.7786904,1
-58.58,0.7786904,1
-58.58,0.7786904,1
-58.59,0.7786904,1
-58.58,0.780032507,1
-58.58,0.780032507,1
-58.58,0.780032507,1
-58.58,0.780032507,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.59,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.57,0.782700169,1
-58.58,0.782700169,1
-58.57,0.782700169,1
-58.57,0.782700169,1
-58.57,0.782700169,1
-58.57,0.782700169,1
-58.57,0.782700169,1
-58.58,0.784025723,1
-58.57,0.782700169,1
-58.58,0.782700169,1
-58.58,0.782700169,1
-58.59,0.782700169,1
-58.59,0.782700169,1
-58.59,0.782700169,1
-58.59,0.782700169,1
-58.59,0.781369097,1
-58.58,0.782700169,1
-58.59,0.781369097,1
-58.59,0.781369097,1
-58.59,0.781369097,1
-58.59,0.781369097,1
-58.59,0.782700169,1
-58.59,0.781369097,1
-58.59,0.782700169,1
-58.59,0.782700169,1
-58.59,0.782700169,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.6,0.781369097,1
-58.6,0.781369097,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.61,0.782700169,1
-58.61,0.781369097,1
-58.61,0.781369097,1
-58.61,0.781369097,1
-58.61,0.781369097,1
-58.61,0.781369097,1
-58.61,0.781369097,1
-58.61,0.781369097,1
-58.61,0.781369097,1
-58.61,0.780032507,1
-58.6,0.780032507,1
-58.6,0.780032507,1
-58.6,0.780032507,1
-58.6,0.7786904,1
-58.6,0.7786904,1
-58.59,0.777342776,1
-58.59,0.777342776,1
-58.59,0.775989637,1
-58.59,0.775989637,1
-58.59,0.774630982,1
-58.59,0.774630982,1
-58.59,0.773266814,1
-58.59,0.773266814,1
-58.59,0.771897134,1
-58.58,0.771897134,1
-58.58,0.771897134,1
-58.58,0.771897134,1
-58.58,0.771897134,1
-58.58,0.771897134,1
-58.58,0.773266814,1
-58.58,0.771897134,1
-58.58,0.771897134,1
-58.58,0.771897134,1
-58.58,0.771897134,1
-58.58,0.773266814,1
-58.58,0.773266814,1
-58.59,0.773266814,1
-58.59,0.774630982,1
-58.59,0.773266814,1
-58.59,0.774630982,1
-58.59,0.774630982,1
-58.59,0.773266814,1
-58.59,0.773266814,1
-58.59,0.773266814,1
-58.59,0.773266814,1
-58.59,0.773266814,1
-58.58,0.773266814,1
-58.58,0.771897134,1
-58.58,0.771897134,1
-58.58,0.771897134,1
-58.58,0.770521945,1
-58.58,0.770521945,1
-58.58,0.770521945,1
-58.59,0.770521945,1
-58.58,0.770521945,1
-58.59,0.770521945,1
-58.59,0.770521945,1
-58.59,0.770521945,1
-58.59,0.770521945,1
-58.59,0.770521945,1
-58.59,0.770521945,1
-58.59,0.770521945,1
-58.59,0.770521945,1
-58.59,0.770521945,1
-58.59,0.769141248,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.59,0.771897134,1
-58.59,0.771897134,1
-58.6,0.771897134,1
-58.6,0.773266814,1
-58.61,0.773266814,1
-58.61,0.773266814,1
-58.61,0.774630982,1
-58.62,0.774630982,1
-58.62,0.775989637,1
-58.63,0.775989637,1
-58.63,0.775989637,1
-58.64,0.777342776,1
-58.64,0.7786904,1
-58.64,0.7786904,1
-58.65,0.7786904,1
-58.66,0.777342776,1
-58.66,0.7786904,1
-58.66,0.780032507,1
-58.66,0.7786904,1
-58.66,0.7786904,1
-58.66,0.7786904,1
-58.66,0.780032507,1
-58.66,0.780032507,1
-58.66,0.780032507,1
-58.66,0.781369097,1
-58.66,0.781369097,1
-58.66,0.781369097,1
-58.66,0.781369097,1
-58.65,0.781369097,1
-58.65,0.781369097,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.65,0.781369097,1
-58.66,0.781369097,1
-58.66,0.781369097,1
-58.66,0.780032507,1
-58.67,0.780032507,1
-58.67,0.780032507,1
-58.67,0.781369097,1
-58.67,0.780032507,1
-58.67,0.780032507,1
-58.68,0.780032507,1
-58.67,0.780032507,1
-58.67,0.780032507,1
-58.67,0.780032507,1
-58.67,0.7786904,1
-58.67,0.7786904,1
-58.68,0.780032507,1
-58.67,0.780032507,1
-58.68,0.780032507,1
-58.68,0.781369097,1
-58.67,0.781369097,1
-58.67,0.781369097,1
-58.67,0.781369097,1
-58.66,0.780032507,1
-58.66,0.780032507,1
-58.66,0.781369097,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.65,0.780032507,1
-58.64,0.780032507,1
-58.63,0.780032507,1
-58.63,0.7786904,1
-58.63,0.7786904,1
-58.62,0.777342776,1
-58.62,0.777342776,1
-58.61,0.777342776,1
-58.62,0.775989637,1
-58.62,0.775989637,1
-58.61,0.774630982,1
-58.61,0.774630982,1
-58.61,0.773266814,1
-58.61,0.773266814,1
-58.61,0.773266814,1
-58.61,0.771897134,1
-58.61,0.771897134,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.59,0.770521945,1
-58.59,0.769141248,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.61,0.769141248,1
-58.61,0.770521945,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.6,0.770521945,1
-58.6,0.771897134,1
-58.59,0.770521945,1
-58.6,0.770521945,1
-58.6,0.771897134,1
-58.6,0.771897134,1
-58.6,0.771897134,1
-58.6,0.771897134,1
-58.6,0.771897134,1
-58.6,0.771897134,1
-58.6,0.773266814,1
-58.6,0.773266814,1
-58.61,0.774630982,1
-58.61,0.773266814,1
-58.61,0.774630982,1
-58.61,0.774630982,1
-58.6,0.774630982,1
-58.6,0.774630982,1
-58.59,0.775989637,1
-58.6,0.775989637,1
-58.59,0.775989637,1
-58.59,0.777342776,1
-58.6,0.777342776,1
-58.6,0.777342776,1
-58.6,0.777342776,1
-58.6,0.777342776,1
-58.6,0.777342776,1
-58.6,0.777342776,1
-58.6,0.777342776,1
-58.61,0.7786904,1
-58.61,0.7786904,1
-58.61,0.7786904,1
-58.62,0.7786904,1
-58.62,0.7786904,1
-58.62,0.780032507,1
-58.63,0.780032507,1
-58.64,0.780032507,1
-58.64,0.781369097,1
-58.65,0.781369097,1
-58.65,0.781369097,1
-58.66,0.782700169,1
-58.66,0.782700169,1
-58.66,0.782700169,1
-58.67,0.784025723,1
-58.67,0.784025723,1
-58.67,0.784025723,1
-58.68,0.785345758,1
-58.67,0.785345758,1
-58.67,0.784025723,1
-58.68,0.784025723,1
-58.68,0.784025723,1
-58.68,0.784025723,1
-58.68,0.785345758,1
-58.68,0.785345758,1
-58.68,0.785345758,1
-58.68,0.785345758,1
-58.68,0.785345758,1
-58.67,0.785345758,1
-58.67,0.785345758,1
-58.67,0.785345758,1
-58.67,0.785345758,1
-58.67,0.784025723,1
-58.67,0.785345758,1
-58.67,0.785345758,1
-58.67,0.784025723,1
-58.66,0.784025723,1
-58.66,0.784025723,1
-58.66,0.785345758,1
-58.66,0.784025723,1
-58.66,0.784025723,1
-58.65,0.784025723,1
-58.65,0.784025723,1
-58.65,0.784025723,1
-58.65,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.64,0.782700169,1
-58.63,0.781369097,1
-58.63,0.781369097,1
-58.63,0.781369097,1
-58.62,0.781369097,1
-58.63,0.781369097,1
-58.62,0.781369097,1
-58.62,0.781369097,1
-58.62,0.781369097,1
-58.62,0.782700169,1
-58.62,0.782700169,1
-58.62,0.782700169,1
-58.61,0.782700169,1
-58.61,0.782700169,1
-58.61,0.781369097,1
-58.61,0.781369097,1
-58.61,0.782700169,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.6,0.782700169,1
-58.59,0.781369097,1
-58.59,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.58,0.781369097,1
-58.57,0.781369097,1
-58.57,0.781369097,1
-58.57,0.781369097,1
-58.56,0.782700169,1
-58.57,0.782700169,1
-58.57,0.781369097,1
-58.57,0.781369097,1
-58.57,0.781369097,1
-58.57,0.782700169,1
-58.57,0.782700169,1
-58.56,0.781369097,1
-58.57,0.782700169,1
-58.56,0.782700169,1
-58.56,0.781369097,1
-58.57,0.781369097,1
-58.57,0.782700169,1
-58.57,0.781369097,1
-58.57,0.781369097,1
-58.57,0.780032507,1
-58.57,0.780032507,1
-58.57,0.780032507,1
-58.57,0.780032507,1
-58.57,0.780032507,1
-58.56,0.780032507,1
-58.57,0.780032507,1
-58.57,0.780032507,1
-48.38,0.999999895,3
-49.14,0.999999465,3
-49.92,0.999997415,3
-50.69,0.999988835,3
-51.46,0.999958016,3
-52.2,0.999858443,3
-52.93,0.999585738,3
-53.62,0.998900546,3
-54.31,0.997421527,3
-54.98,0.994386385,3
-55.62,0.988580487,3
-56.24,0.978380934,3
-56.84,0.961995734,3
-57.42,0.937005912,3
-57.98,0.901133506,3
-58.53,0.852581908,3
-59.0,0.790570729,3
-59.45,0.722077908,3
-59.88,0.64867906,3
-60.27,0.568692586,3
-60.59,0.489269509,3
-60.83,0.424234944,3
-60.95,0.375721604,3
-61.03,0.351823595,3
-61.08,0.338047206,3
-61.15,0.326353174,3
-61.22,0.312860043,3
-61.28,0.299545818,3
-61.35,0.288289592,3
-61.43,0.275354648,3
-61.51,0.260852543,3
-61.59,0.246672699,3
-61.64,0.234547435,3
-61.7,0.224375222,3
-61.74,0.214415727,3
-61.77,0.20789812,3
-61.8,0.203075554,3
-61.81,0.199892256,3
-61.84,0.196734647,3
-61.86,0.192046928,3
-61.88,0.188954585,3
-61.89,0.187418339,3
-61.9,0.184365833,3
-61.91,0.182849625,3
-61.92,0.18134015,3
-61.94,0.179837431,3
-61.94,0.176852364,3
-61.96,0.176852364,3
-61.97,0.175370062,3
-61.98,0.172426041,3
-61.99,0.170964365,3
-62.0,0.170964365,3
-62.0,0.169509609,3
-62.01,0.168061793,3
-62.01,0.166620939,3
-62.02,0.166620939,3
-62.02,0.166620939,3
-62.02,0.165187066,3
-62.02,0.165187066,3
-62.02,0.165187066,3
-62.03,0.165187066,3
-62.03,0.165187066,3
-62.03,0.163760194,3
-62.03,0.163760194,3
-62.04,0.163760194,3
-62.04,0.163760194,3
-62.04,0.162340342,3
-62.04,0.162340342,3
-62.04,0.162340342,3
-62.04,0.162340342,3
-62.05,0.162340342,3
-62.05,0.162340342,3
-62.05,0.160927529,3
-62.05,0.160927529,3
-62.06,0.160927529,3
-62.06,0.159521772,3
-62.06,0.160927529,3
-62.06,0.159521772,3
-62.07,0.159521772,3
-62.07,0.15812309,3
-62.07,0.15812309,3
-62.08,0.15812309,3
-62.08,0.15812309,3
-62.08,0.1567315,3
-62.08,0.1567315,3
-62.09,0.1567315,3
-62.09,0.1567315,3
